"Date","Time","PT08.S1.CO.","PT08.S2.NMHC.","PT08.S3.NOx.","PT08.S4.NO2.","PT08.S5.O3.","T","RH","AH"
"17.08.04","0:00:00",959,787,830,1460,821,26.5,40.7,1.3873
"17.08.04","1:00:00",877,658,964,1349,663,28.3,36.7,1.3878
"17.08.04","2:00:00",867,645,1001,1385,656,25.7,43.8,1.4233
"17.08.04","3:00:00",836,626,1024,1397,639,24.3,49,1.4666
"17.08.04","4:00:00",820,597,1069,1346,603,24.3,48.3,1.4449
"17.08.04","5:00:00",828,618,1039,1354,560,23.6,49.2,1.4153
"17.08.04","6:00:00",929,791,841,1493,789,22.2,53.9,1.4201
"17.08.04","7:00:00",1118,1079,638,1761,1145,22.5,52.3,1.41
"17.08.04","8:00:00",1155,1181,580,1850,1302,24.3,47.8,1.4321
"17.08.04","9:00:00",1112,1058,654,1695,1297,27.3,40.7,1.4548
"17.08.04","10:00:00",1094,979,717,1633,1192,33.3,28.2,1.4189
"17.08.04","11:00:00",1022,890,803,1499,862,35.3,23.1,1.2989
"17.08.04","12:00:00",968,805,875,1391,649,36.1,21.3,1.2502
"17.08.04","13:00:00",978,840,852,1422,694,38.5,18,1.2055
"17.08.04","14:00:00",947,751,922,1358,595,36.5,20.8,1.2446
"17.08.04","15:00:00",997,808,870,1447,662,38.8,19.1,1.3035
"17.08.04","16:00:00",1026,813,843,1463,692,38.8,19.8,1.3513
"17.08.04","17:00:00",973,764,914,1373,619,38.1,19.7,1.2928
"17.08.04","18:00:00",925,721,969,1317,484,36.1,20.7,1.2151
"17.08.04","19:00:00",957,766,929,1380,516,32.8,24.3,1.1894
"17.08.04","20:00:00",1029,877,807,1489,776,30.4,29.8,1.2712
"17.08.04","21:00:00",1109,952,735,1601,1041,29.1,33.6,1.3314
"17.08.04","22:00:00",1105,977,692,1618,1138,28.6,35.7,1.3726
"17.08.04","23:00:00",1039,906,728,1545,1091,28,36.1,1.3425
"18.08.04","0:00:00",965,832,795,1455,978,25.8,39.5,1.2949
"18.08.04","1:00:00",955,812,823,1464,936,25.1,40.1,1.2544
"18.08.04","2:00:00",935,782,847,1428,867,24.4,42.5,1.2854
"18.08.04","3:00:00",902,735,890,1410,781,23,46.2,1.2783
"18.08.04","4:00:00",875,714,903,1379,746,22.5,46.7,1.261
"18.08.04","5:00:00",884,729,920,1389,837,22.9,45.7,1.2621
"18.08.04","6:00:00",942,825,870,1450,995,23.8,41.8,1.2149
"18.08.04","7:00:00",1077,1012,708,1633,1138,24.4,42.6,1.2866
"18.08.04","8:00:00",1040,1022,713,1624,998,27.3,36.8,1.3189
"18.08.04","9:00:00",982,836,840,1498,696,29.6,35.4,1.4426
"18.08.04","10:00:00",995,800,896,1501,615,34.6,28.3,1.5338
"18.08.04","11:00:00",1024,859,810,1576,710,33.1,32.6,1.6188
"18.08.04","12:00:00",1029,791,855,1567,651,33.3,33.1,1.6642
"18.08.04","13:00:00",1003,787,850,1518,636,34.6,30.1,1.6296
"18.08.04","14:00:00",987,782,875,1514,593,34.9,29.5,1.6275
"18.08.04","15:00:00",1023,859,810,1590,684,35.6,28.5,1.6293
"18.08.04","16:00:00",1023,875,785,1590,711,36.4,27.1,1.6226
"18.08.04","17:00:00",1064,942,735,1650,801,36.8,26.2,1.5984
"18.08.04","18:00:00",1042,936,759,1630,770,36.4,26.8,1.6038
"18.08.04","19:00:00",1059,947,733,1671,813,33.3,32.8,1.6527
"18.08.04","20:00:00",1050,921,743,1683,851,31.3,39.5,1.7798
"18.08.04","21:00:00",1025,896,738,1693,823,29.9,44.7,1.8511
"18.08.04","22:00:00",1029,816,804,1624,778,29.1,48.4,1.9186
"18.08.04","23:00:00",1055,831,769,1686,827,28,52.9,1.964
"19.08.04","0:00:00",1001,799,800,1642,753,27.7,53,1.9423
"19.08.04","1:00:00",936,730,864,1551,726,27.7,52.6,1.9202
"19.08.04","2:00:00",863,608,1035,1465,597,28.3,49.5,1.8782
"19.08.04","3:00:00",834,565,1187,1444,473,28.8,49,1.9112
"19.08.04","4:00:00",841,578,1144,1464,463,27.7,52.5,1.923
"19.08.04","5:00:00",871,611,1077,1494,526,27.5,53,1.9097
"19.08.04","6:00:00",962,747,862,1605,712,27.1,54.4,1.9168
"19.08.04","7:00:00",1083,889,725,1734,918,27.6,52.1,1.8936
"19.08.04","8:00:00",1061,891,721,1697,894,29,48.5,1.9133
"19.08.04","9:00:00",1012,824,803,1612,710,31,42.9,1.8909
"19.08.04","10:00:00",1031,834,793,1640,737,32.5,39.4,1.8982
"19.08.04","11:00:00",1011,816,830,1614,680,36.9,30.9,1.8934
"19.08.04","12:00:00",1009,824,822,1606,670,36.2,30.6,1.8105
"19.08.04","13:00:00",980,793,858,1549,654,37.7,27.7,1.778
"19.08.04","14:00:00",961,803,852,1552,618,37.1,27.2,1.6874
"19.08.04","15:00:00",966,784,870,1530,652,39.5,24.3,1.7216
"19.08.04","16:00:00",1022,849,813,1583,732,39.9,23.8,1.7127
"19.08.04","17:00:00",1091,953,723,1688,853,39.6,24.3,1.7255
"19.08.04","18:00:00",1063,919,735,1676,821,37.2,29.1,1.8185
"19.08.04","19:00:00",1116,952,702,1759,895,33.9,37.1,1.9264
"19.08.04","20:00:00",1101,875,722,1748,927,31.6,43.6,1.9944
"19.08.04","21:00:00",1072,831,757,1677,857,30.3,47.3,2.0034
"19.08.04","22:00:00",1080,890,723,1702,869,29.8,49.1,2.0248
"19.08.04","23:00:00",1005,792,809,1638,725,29,51.7,2.0375
"20.08.04","0:00:00",998,776,810,1608,665,28.5,52.1,2.0036
"20.08.04","1:00:00",1000,763,807,1619,680,27.7,53.7,1.9661
"20.08.04","2:00:00",932,720,859,1562,605,27.4,53.5,1.9267
"20.08.04","3:00:00",808,539,1206,1383,427,28.5,48.7,1.872
"20.08.04","4:00:00",795,494,1398,1353,400,28.9,48.4,1.8982
"20.08.04","5:00:00",886,613,1075,1484,522,27.1,54.8,1.9309
"20.08.04","6:00:00",974,740,873,1595,703,26.1,59,1.9669
"20.08.04","7:00:00",1112,936,683,1792,965,26.7,58,2.0023
"20.08.04","8:00:00",1175,1080,591,1931,1102,27.9,54.9,2.0353
"20.08.04","9:00:00",1091,925,701,1753,1058,29.7,50.5,2.0767
"20.08.04","10:00:00",1066,890,747,1690,906,32.2,41.4,1.9624
"20.08.04","11:00:00",1031,887,777,1665,844,35.6,32.2,1.8408
"20.08.04","12:00:00",1004,868,772,1632,763,35.7,31.4,1.8025
"20.08.04","13:00:00",927,698,919,1537,555,35.5,34.9,1.9841
"20.08.04","14:00:00",924,673,960,1522,520,35,35.5,1.962
"20.08.04","15:00:00",912,671,964,1508,508,35.1,34.6,1.9255
"20.08.04","16:00:00",976,752,876,1561,545,36.8,30.5,1.8572
"20.08.04","17:00:00",989,798,840,1607,584,34.5,34.7,1.8667
"20.08.04","18:00:00",986,794,845,1619,590,33,38.1,1.8813
"20.08.04","19:00:00",984,800,836,1607,610,30.8,43.1,1.8761
"20.08.04","20:00:00",1000,857,767,1634,689,29.1,46.9,1.8652
"20.08.04","21:00:00",996,848,763,1657,713,28.2,49.8,1.8795
"20.08.04","22:00:00",1013,913,717,1685,785,27.5,50.4,1.823
"20.08.04","23:00:00",1004,851,767,1632,754,27.3,49.1,1.7503
"21.08.04","0:00:00",949,814,824,1563,653,26.7,46.7,1.6121
"21.08.04","1:00:00",895,783,863,1502,575,26,45,1.4913
"21.08.04","2:00:00",863,707,927,1407,537,25,47.3,1.4771
"21.08.04","3:00:00",786,587,1150,1300,413,25.3,44.3,1.4032
"21.08.04","4:00:00",792,597,1137,1320,417,24.3,46.3,1.3857
"21.08.04","5:00:00",816,653,1058,1332,486,24.8,43.4,1.3347
"21.08.04","6:00:00",826,682,1088,1342,532,24.5,40.6,1.2327
"21.08.04","7:00:00",826,698,1017,1331,542,25.7,36.9,1.1991
"21.08.04","8:00:00",809,664,1061,1323,459,26.8,35,1.2175
"21.08.04","9:00:00",809,624,1131,1309,415,28,34.9,1.3008
"21.08.04","10:00:00",853,681,1031,1368,457,29,34.1,1.3445
"21.08.04","11:00:00",814,657,1086,1332,429,30.4,30.8,1.3155
"21.08.04","12:00:00",807,658,1113,1328,428,32.4,26.3,1.2523
"21.08.04","13:00:00",811,653,1120,1336,423,31,28.9,1.277
"21.08.04","14:00:00",796,601,1171,1314,410,29.3,33.1,1.322
"21.08.04","15:00:00",833,649,1142,1354,437,26.9,35.2,1.2334
"21.08.04","16:00:00",856,684,1023,1368,520,28.1,34.2,1.2802
"21.08.04","17:00:00",830,696,1060,1328,461,28.5,29.4,1.1298
"21.08.04","18:00:00",883,782,958,1395,571,27.3,31,1.111
"21.08.04","19:00:00",965,936,808,1535,866,25.4,36.2,1.1562
"21.08.04","20:00:00",931,890,831,1474,841,24.6,38,1.158
"21.08.04","21:00:00",885,791,941,1425,706,24.3,41.6,1.2467
"21.08.04","22:00:00",900,773,944,1426,703,24.9,40.8,1.2696
"21.08.04","23:00:00",904,845,878,1483,775,23.8,44.7,1.3019
"22.08.04","0:00:00",944,900,809,1549,830,22.8,49.8,1.367
"22.08.04","1:00:00",907,832,868,1492,808,22.8,49.4,1.3568
"22.08.04","2:00:00",886,774,868,1486,815,20.9,57.4,1.4037
"22.08.04","3:00:00",882,767,856,1492,897,20.5,60.6,1.447
"22.08.04","4:00:00",843,713,917,1426,836,19.6,63.7,1.4396
"22.08.04","5:00:00",825,694,935,1415,774,19.4,64.5,1.4394
"22.08.04","6:00:00",791,638,1038,1389,698,18.6,67.4,1.4302
"22.08.04","7:00:00",856,735,936,1455,800,19.6,63.7,1.4419
"22.08.04","8:00:00",861,746,911,1448,771,21.7,56.4,1.4496
"22.08.04","9:00:00",924,814,830,1519,798,25.2,47.4,1.4978
"22.08.04","10:00:00",941,805,842,1512,755,30.4,34.1,1.4577
"22.08.04","11:00:00",879,775,899,1407,657,33.4,25.1,1.2665
"22.08.04","12:00:00",816,742,1009,1305,537,35.5,18.2,1.0376
"22.08.04","13:00:00",715,589,1286,1127,390,35.1,15.7,0.8757
"22.08.04","14:00:00",717,570,1326,1110,368,33.3,17.1,0.8592
"22.08.04","15:00:00",711,640,1224,1084,391,36.6,11.8,0.7107
"22.08.04","16:00:00",731,686,1212,1104,413,38.3,10,0.6591
"22.08.04","17:00:00",752,713,1163,1144,435,37.3,10.9,0.6846
"22.08.04","18:00:00",879,779,999,1347,535,34.6,20,1.0817
"22.08.04","19:00:00",922,874,851,1447,663,30.4,28.2,1.204
"22.08.04","20:00:00",958,900,782,1493,830,28.1,34.3,1.2821
"22.08.04","21:00:00",949,876,773,1500,911,26.5,36.6,1.2484
"22.08.04","22:00:00",922,818,826,1454,848,25.7,38.5,1.2548
"22.08.04","23:00:00",902,790,856,1428,799,24.7,41.6,1.2751
"23.08.04","0:00:00",932,820,817,1462,921,23.6,45.4,1.3067
"23.08.04","1:00:00",870,733,903,1392,762,23.4,46.3,1.3134
"23.08.04","2:00:00",812,675,995,1348,661,21.6,51.6,1.3171
"23.08.04","3:00:00",773,613,1065,1321,597,21.2,53.3,1.328
"23.08.04","4:00:00",769,582,1105,1306,616,20.6,55.1,1.3237
"23.08.04","5:00:00",763,583,1093,1288,596,22.1,49.6,1.3022
"23.08.04","6:00:00",809,701,997,1384,649,21.1,51.6,1.2784
"23.08.04","7:00:00",893,881,810,1486,792,21.8,48.6,1.2556
"23.08.04","8:00:00",1028,1146,638,1766,1080,21.7,49.1,1.2602
"23.08.04","9:00:00",1011,1051,702,1659,1087,25.3,41.7,1.3243
"23.08.04","10:00:00",994,947,764,1572,983,30.3,30.9,1.3096
"23.08.04","11:00:00",937,908,822,1466,826,32.9,24.9,1.2269
"23.08.04","12:00:00",902,808,912,1408,632,34.4,23.5,1.2541
"23.08.04","13:00:00",860,748,955,1344,532,34.3,22.5,1.1974
"23.08.04","14:00:00",843,716,1005,1305,496,33.4,21.6,1.0927
"23.08.04","15:00:00",872,760,979,1314,513,36.1,18.4,1.0827
"23.08.04","16:00:00",857,775,979,1258,512,37.3,15.4,0.9692
"23.08.04","17:00:00",922,878,880,1363,615,36.8,16.2,0.9922
"23.08.04","18:00:00",951,875,856,1406,600,34.9,20.9,1.1463
"23.08.04","19:00:00",962,891,813,1442,634,30.8,26.5,1.1603
"23.08.04","20:00:00",957,926,758,1480,830,28.9,28.3,1.1078
"23.08.04","21:00:00",928,837,808,1410,871,27,30.7,1.079
"23.08.04","22:00:00",895,846,819,1371,787,26.6,30.6,1.0459
"23.08.04","23:00:00",902,797,845,1355,841,26,33.1,1.0955
"24.08.04","0:00:00",904,801,852,1400,862,24.1,37.9,1.1204
"24.08.04","1:00:00",919,799,844,1409,881,22.2,43.1,1.1396
"24.08.04","2:00:00",812,663,982,1265,709,22.8,41.3,1.1284
"24.08.04","3:00:00",776,590,1099,1245,602,21.2,43.8,1.088
"24.08.04","4:00:00",762,563,1181,1208,492,21.7,42.6,1.0907
"24.08.04","5:00:00",786,642,1057,1270,592,20.2,47.1,1.1021
"24.08.04","6:00:00",868,798,866,1392,824,20.1,47.8,1.1093
"24.08.04","7:00:00",965,977,725,1515,1014,20.6,45.5,1.0925
"24.08.04","8:00:00",1049,1133,630,1662,1208,22.4,41.1,1.0979
"24.08.04","9:00:00",1008,973,714,1509,1178,25,36.6,1.143
"24.08.04","10:00:00",1008,1021,714,1549,1176,29.9,26.2,1.0891
"24.08.04","11:00:00",973,911,800,1441,891,32.9,21.8,1.0714
"24.08.04","12:00:00",964,959,787,1438,731,35,17.9,0.99
"24.08.04","13:00:00",923,862,875,1363,626,34.6,18.2,0.9832
"24.08.04","14:00:00",934,811,896,1343,553,33.8,22.8,1.1781
"24.08.04","15:00:00",1036,943,770,1509,770,36.3,19.5,1.1539
"24.08.04","16:00:00",1076,994,723,1549,938,38.3,17.9,1.181
"24.08.04","17:00:00",1055,927,757,1520,716,36.9,20.9,1.2864
"24.08.04","18:00:00",1081,938,728,1568,714,33.9,30,1.56
"24.08.04","19:00:00",1072,850,737,1604,702,29.8,43.4,1.7988
"24.08.04","20:00:00",1038,773,749,1568,687,27.5,50.4,1.8274
"24.08.04","21:00:00",1059,800,740,1604,739,27.5,50.4,1.8284
"24.08.04","22:00:00",1070,852,704,1639,867,28.1,48,1.7933
"24.08.04","23:00:00",1093,893,677,1678,927,26.9,49.6,1.7299
"25.08.04","0:00:00",1016,849,729,1609,872,26,48,1.5899
"25.08.04","1:00:00",988,825,756,1559,848,24.9,50.6,1.5747
"25.08.04","2:00:00",930,749,823,1464,777,23.7,53.2,1.5418
"25.08.04","3:00:00",815,584,1102,1363,513,24.5,50.9,1.5416
"25.08.04","4:00:00",884,686,908,1439,651,22.9,56.1,1.5492
"25.08.04","5:00:00",913,730,883,1493,774,23.3,55.5,1.5636
"25.08.04","6:00:00",994,829,784,1581,982,23.6,54.2,1.5583
"25.08.04","7:00:00",1173,1047,631,1815,1175,24.9,52.9,1.643
"25.08.04","8:00:00",1314,1325,499,2143,1390,26.4,50.8,1.7166
"25.08.04","9:00:00",1252,1168,557,1938,1352,28.1,47.4,1.7753
"25.08.04","10:00:00",1151,1053,623,1835,1152,30.2,43.2,1.823
"25.08.04","11:00:00",1122,951,687,1729,1022,31.2,41.9,1.871
"25.08.04","12:00:00",1111,927,707,1715,922,33.9,36,1.8692
"25.08.04","13:00:00",1058,894,736,1648,825,33.9,34.1,1.7754
"25.08.04","14:00:00",972,820,811,1535,630,34.4,30.6,1.6402
"25.08.04","15:00:00",985,826,808,1544,621,35.3,28.5,1.6034
"25.08.04","16:00:00",1004,814,808,1520,602,36.3,28.3,1.6851
"25.08.04","17:00:00",1030,897,733,1592,668,35.3,29.4,1.6577
"25.08.04","18:00:00",965,802,821,1504,564,32.5,34.1,1.6453
"25.08.04","19:00:00",987,824,793,1541,581,29.1,42.1,1.6695
"25.08.04","20:00:00",923,811,804,1434,604,27.8,35.6,1.3116
"25.08.04","21:00:00",872,824,853,1346,590,27,30,1.0542
"25.08.04","22:00:00",939,849,804,1479,650,26.3,37.3,1.2555
"25.08.04","23:00:00",954,855,792,1474,745,25.2,40.8,1.2877
"26.08.04","0:00:00",969,857,753,1485,821,24.3,43.3,1.2973
"26.08.04","1:00:00",882,763,879,1388,656,23.3,45.3,1.2794
"26.08.04","2:00:00",805,637,1048,1276,520,24.1,44,1.3034
"26.08.04","3:00:00",790,590,1122,1257,493,23.8,44.8,1.3061
"26.08.04","4:00:00",779,560,1189,1231,487,23,47.7,1.3232
"26.08.04","5:00:00",842,640,1070,1293,595,23.7,46.7,1.3501
"28.08.04","3:00:00",835,699,912,1361,796,19.8,59.3,1.3505
"28.08.04","4:00:00",792,621,1015,1322,714,20,59.3,1.3681
"28.08.04","5:00:00",749,559,1145,1255,584,22.5,48.6,1.3077
"28.08.04","6:00:00",803,676,975,1303,676,19.5,57,1.2739
"28.08.04","7:00:00",818,726,921,1330,685,19.6,56.1,1.2651
"28.08.04","8:00:00",932,861,767,1483,894,20.7,53.3,1.287
"28.08.04","9:00:00",977,913,744,1512,977,24.7,41.8,1.2839
"28.08.04","10:00:00",1011,945,733,1570,1034,29.9,30.5,1.2616
"28.08.04","11:00:00",975,887,829,1478,737,32.3,27.2,1.2933
"28.08.04","12:00:00",958,867,828,1468,660,34.3,24.5,1.3021
"28.08.04","13:00:00",903,805,886,1361,581,33.4,22.5,1.1398
"28.08.04","14:00:00",854,684,1020,1294,456,32.7,22.8,1.1069
"28.08.04","15:00:00",890,749,953,1332,483,34.5,20.5,1.1028
"28.08.04","16:00:00",962,845,877,1379,575,35.9,20.3,1.18
"28.08.04","17:00:00",1028,934,786,1481,707,35.8,23,1.3323
"28.08.04","18:00:00",1031,901,775,1502,628,33.5,29,1.4797
"28.08.04","19:00:00",1087,938,690,1613,747,29.8,39.6,1.6324
"28.08.04","20:00:00",1029,862,727,1539,733,27.9,43.1,1.6004
"28.08.04","21:00:00",1070,932,685,1648,847,27.3,44.5,1.5885
"28.08.04","22:00:00",1059,914,697,1617,895,26,47.6,1.5806
"28.08.04","23:00:00",1125,952,646,1690,995,25.3,52.9,1.6765
"29.08.04","0:00:00",1062,829,714,1592,846,24.5,56.3,1.7026
"29.08.04","1:00:00",1049,853,699,1605,882,23.5,59.8,1.7141
"29.08.04","2:00:00",999,871,711,1580,909,22.6,62.6,1.6945
"29.08.04","3:00:00",947,808,768,1537,851,21.8,64.6,1.6721
"29.08.04","4:00:00",904,753,809,1529,766,21,66.9,1.6454
"29.08.04","5:00:00",894,681,843,1476,765,21.2,66.4,1.6468
"29.08.04","6:00:00",875,654,897,1463,752,21,66.5,1.6344
"29.08.04","7:00:00",870,637,947,1445,716,21.3,64.1,1.6043
"29.08.04","8:00:00",952,756,809,1518,825,22.7,58.1,1.5856
"29.08.04","9:00:00",949,705,859,1460,691,25.1,51.8,1.6304
"29.08.04","10:00:00",1028,854,776,1561,761,29.5,39,1.5868
"29.08.04","11:00:00",1003,849,800,1511,710,32.3,31.8,1.5128
"29.08.04","12:00:00",934,763,872,1435,567,33.6,28.9,1.4792
"29.08.04","13:00:00",872,710,956,1377,493,31.9,28.2,1.3116
"29.08.04","14:00:00",852,684,982,1343,477,32.5,25.9,1.2437
"29.08.04","15:00:00",881,715,955,1352,502,34.1,23.4,1.2307
"29.08.04","16:00:00",942,783,898,1397,568,36.2,21.4,1.2664
"29.08.04","17:00:00",1038,925,746,1534,714,35.6,22.6,1.2984
"29.08.04","18:00:00",1042,932,752,1530,717,33.6,25.7,1.3101
"29.08.04","19:00:00",1181,1107,590,1807,935,29.9,35.2,1.4603
"29.08.04","20:00:00",1116,1044,613,1694,954,28.3,39.2,1.4826
"29.08.04","21:00:00",1062,923,697,1602,839,27,43,1.5118
"29.08.04","22:00:00",1085,948,680,1635,880,26.2,46.8,1.5669
"29.08.04","23:00:00",1161,1057,613,1764,1026,25.1,51.5,1.621
"30.08.04","0:00:00",1053,891,690,1589,898,24.1,55.3,1.6363
"30.08.04","1:00:00",956,740,831,1474,717,23.8,57.8,1.677
"30.08.04","2:00:00",859,646,951,1376,607,23.7,56.2,1.6255
"30.08.04","3:00:00",813,566,1123,1328,501,24.8,52.2,1.6086
"30.08.04","4:00:00",815,565,1127,1350,541,22.9,59.4,1.6353
"30.08.04","5:00:00",902,706,877,1463,708,22,62.3,1.6266
"30.08.04","6:00:00",1017,885,726,1609,884,21.5,64,1.6256
"30.08.04","7:00:00",1336,1385,477,2133,1357,22.6,60.3,1.6287
"30.08.04","8:00:00",1393,1567,416,2381,1562,23.8,56.5,1.64
"30.08.04","9:00:00",1271,1308,517,2007,1411,25.7,50.6,1.6475
"30.08.04","10:00:00",1169,1107,607,1818,1175,27.8,45.4,1.6751
"30.08.04","11:00:00",1143,1043,643,1747,1079,29.9,39.6,1.6397
"30.08.04","12:00:00",1084,980,679,1653,923,31.6,34.7,1.589
"30.08.04","13:00:00",1051,950,715,1644,748,31.5,34.4,1.5665
"30.08.04","14:00:00",1020,882,765,1553,635,31.2,35,1.5669
"30.08.04","15:00:00",1111,1088,635,1719,884,33,31.4,1.5583
"30.08.04","16:00:00",1125,1056,645,1716,929,33.8,29.2,1.5143
"30.08.04","17:00:00",1099,1048,657,1711,779,33,29.5,1.4613
"30.08.04","18:00:00",1132,1121,611,1757,906,32.3,30.2,1.4347
"30.08.04","19:00:00",1077,1025,629,1677,772,28.4,38.4,1.4616
"30.08.04","20:00:00",1076,988,648,1649,883,26.9,43.2,1.5052
"30.08.04","21:00:00",1070,1008,656,1649,963,26,43.6,1.4407
"30.08.04","22:00:00",1052,956,675,1581,987,25,47.6,1.4872
"30.08.04","23:00:00",988,862,736,1539,893,24.6,50.9,1.5508
"31.08.04","0:00:00",926,769,836,1467,801,24,55.6,1.6381
"31.08.04","1:00:00",925,749,826,1482,739,23.5,58.3,1.6672
"31.08.04","2:00:00",869,648,953,1401,644,22.7,60.8,1.6519
"31.08.04","3:00:00",832,593,1049,1347,558,24.1,55.5,1.6481
"31.08.04","4:00:00",854,645,954,1399,602,22.5,60.9,1.6424
"31.08.04","5:00:00",913,726,861,1487,737,22,64.5,1.6847
"31.08.04","6:00:00",976,840,756,1555,885,22.3,62.9,1.6754
"31.08.04","7:00:00",1309,1323,505,2098,1360,23.1,60,1.6711
"31.08.04","8:00:00",1333,1460,443,2231,1455,24.7,55.1,1.6872
"31.08.04","9:00:00",1209,1182,546,1911,1255,27.7,46.1,1.6852
"31.08.04","10:00:00",1180,1157,568,1874,1202,29.8,38.8,1.6029
"31.08.04","11:00:00",1204,1196,552,1884,1250,31.5,32.6,1.478
"31.08.04","12:00:00",1143,1119,610,1770,1103,31.8,30.5,1.4083
"31.08.04","13:00:00",1120,1058,626,1716,1049,31.4,31.8,1.441
"31.08.04","14:00:00",1030,935,726,1583,791,32.5,28.7,1.3796
"31.08.04","15:00:00",1058,1016,673,1625,832,33.8,25.8,1.3338
"31.08.04","16:00:00",1040,882,756,1560,635,34.5,28.6,1.5393
"31.08.04","17:00:00",1093,981,666,1676,733,32.7,33,1.5987
"31.08.04","18:00:00",1184,1119,594,1806,912,31.4,35.4,1.5972
"31.08.04","19:00:00",1180,1121,568,1816,947,27.7,43.5,1.592
"31.08.04","20:00:00",1079,988,633,1694,899,26.2,47.8,1.5979
"31.08.04","21:00:00",1095,1032,621,1730,984,25.7,48.7,1.5825
"31.08.04","22:00:00",1073,1009,639,1655,955,25.2,50.1,1.58
"31.08.04","23:00:00",1063,991,655,1672,966,24.4,53.4,1.6031
"01.09.04","0:00:00",1046,960,671,1637,899,23.7,55.4,1.6031
"01.09.04","1:00:00",953,858,742,1544,780,22.8,58.5,1.5992
"01.09.04","2:00:00",864,673,947,1412,636,22.8,58.5,1.5985
"01.09.04","3:00:00",829,628,994,1378,577,22.3,59.7,1.5889
"01.09.04","4:00:00",838,639,963,1391,596,20.8,64.9,1.571
"01.09.04","5:00:00",913,728,802,1418,887,19.7,66.8,1.5184
"01.09.04","6:00:00",1039,921,687,1556,1115,19.8,64.3,1.4678
"01.09.04","7:00:00",1252,1320,499,2001,1374,20.6,62.3,1.4915
"01.09.04","8:00:00",1410,1669,393,2555,1644,23.2,54,1.5143
"01.09.04","9:00:00",1217,1261,533,1941,1375,26.3,43.1,1.4542
"01.09.04","10:00:00",1114,1077,633,1705,1199,29.1,35.4,1.4008
"01.09.04","11:00:00",1026,1020,689,1603,992,30,31.6,1.3176
"01.09.04","12:00:00",1051,1094,646,1675,966,32.4,26.3,1.2594
"01.09.04","13:00:00",1027,1024,700,1588,814,31.3,29.1,1.3054
"01.09.04","14:00:00",996,992,722,1580,727,31.1,28.6,1.2718
"01.09.04","15:00:00",1028,1060,686,1601,806,33.3,24.4,1.232
"01.09.04","16:00:00",1030,1060,705,1588,852,35.5,21.2,1.2022
"01.09.04","17:00:00",1133,1280,595,1791,1093,34.6,22,1.189
"01.09.04","18:00:00",1180,1339,567,1868,1211,33.3,23.6,1.1842
"01.09.04","19:00:00",1261,1446,528,2061,1346,30,28.5,1.1896
"01.09.04","20:00:00",1093,1133,599,1708,1200,28,33,1.2264
"01.09.04","21:00:00",1068,1029,650,1612,1192,27.2,37.4,1.3279
"01.09.04","22:00:00",1031,958,700,1560,1074,26.6,39.9,1.3657
"01.09.04","23:00:00",1055,1037,635,1632,1161,25.3,41.7,1.3247
"02.09.04","0:00:00",1060,1029,622,1663,1210,24.3,44.7,1.3432
"02.09.04","1:00:00",962,880,726,1484,1050,24.4,45.6,1.3779
"02.09.04","2:00:00",874,776,846,1416,873,23.1,49.9,1.3891
"02.09.04","3:00:00",832,661,977,1312,766,22.7,51.3,1.3977
"02.09.04","4:00:00",834,709,907,1348,835,21.8,54.1,1.4004
"02.09.04","5:00:00",865,745,866,1394,901,21,56.9,1.3999
"02.09.04","6:00:00",903,803,819,1471,853,21.8,55.5,1.4323
"02.09.04","7:00:00",1236,1297,542,1997,1321,21.6,57.2,1.4607
"02.09.04","8:00:00",1464,1552,419,2366,1738,22.8,54.2,1.4886
"02.09.04","9:00:00",1258,1261,514,1940,1603,26.2,45,1.5098
"02.09.04","10:00:00",1203,1174,577,1824,1426,30.8,34.8,1.5165
"02.09.04","11:00:00",1156,1127,616,1767,1295,34.1,28.8,1.5105
"02.09.04","12:00:00",1106,1130,623,1726,1093,35.9,24.7,1.437
"02.09.04","13:00:00",1008,1037,697,1587,803,33.7,25.1,1.2915
"02.09.04","14:00:00",1011,1017,704,1569,738,34.4,24,1.279
"02.09.04","15:00:00",1049,1100,667,1635,870,36.4,20.3,1.214
"02.09.04","16:00:00",1053,1108,694,1570,873,38.7,17.3,1.1729
"02.09.04","17:00:00",1088,1159,666,1626,889,37.2,18.9,1.1774
"02.09.04","18:00:00",1248,1454,550,1917,1599,36.1,20,1.1767
"02.09.04","19:00:00",1374,1517,490,2069,1704,32.8,29.4,1.4344
"02.09.04","20:00:00",1213,1210,572,1809,1424,30,35.9,1.4958
"02.09.04","21:00:00",1108,1051,640,1616,1199,28.7,38.2,1.4794
"02.09.04","22:00:00",1071,982,649,1557,1099,28.1,40.4,1.512
"02.09.04","23:00:00",1044,967,672,1540,1133,27.4,41.4,1.4877
"03.09.04","0:00:00",1045,964,666,1554,1140,26.4,44,1.4919
"03.09.04","1:00:00",1004,921,699,1495,1092,24.9,47.9,1.4855
"03.09.04","2:00:00",944,796,784,1407,1021,24,50.3,1.476
"03.09.04","3:00:00",868,657,921,1356,764,25.2,47.9,1.5129
"03.09.04","4:00:00",850,632,954,1316,803,24.2,50.6,1.5011
"03.09.04","5:00:00",873,668,911,1354,744,23.1,55,1.5357
"03.09.04","6:00:00",905,766,842,1438,818,22.9,56.2,1.5522
"03.09.04","7:00:00",1249,1239,540,1953,1285,22,59.3,1.5523
